Crop,Season,Area,Fertilizer,Temperature,rainfall,yeild
garlic,rabi,3596.0,583.0,18.0,105.0,3.95
ginger,kharif,2223.0,360.0,40.0,105.0,40.22
gram,rabi,384.0,62.0,32.0,105.0,10.39
groundnut,kharif,42.0,6.0,28.0,105.0,10.24
horse-gram,kharif,1618.0,262.0,21.0,105.0,5.8
linseed,rabi,811.0,131.0,34.0,105.0,3.0
masoor,rabi,484.0,78.0,40.0,105.0,8.8
moong green gram,kharif,108.0,17.0,36.0,105.0,7.13
moth,kharif,16.0,2.0,38.0,105.0,6.25
peas and beans  pulses,rabi,2550.0,413.0,38.0,105.0,20.6
ragi,kharif,1720.0,278.0,27.0,105.0,10.6
sannhamp,kharif,8.0,1.0,35.0,105.0,3.75
sesamum,kharif,327.0,53.0,40.0,105.0,4.5
small millets,kharif,5012.0,812.0,31.0,105.0,8.1
soyabean,kharif,554.0,89.0,32.0,105.0,16.81
turmeric,kharif,274.0,44.0,29.0,105.0,6.2
urad,kharif,7001.0,1135.0,31.0,105.0,6.71
bajra,kharif,130.0,21.0,17.0,122.0,5.77
castor seed,kharif,41.0,6.0,26.0,122.0,6.34
jowar,kharif,2046.0,331.0,27.0,122.0,6.85
maize,rabi,5944.0,964.0,17.0,122.0,19.05
niger seed,kharif,4743.0,769.0,30.0,122.0,5.48
safflower,rabi,775.0,125.0,39.0,122.0,5.86
soyabean,kharif,6099.0,989.0,38.0,122.0,7.47
sunflower,kharif,358.0,58.0,39.0,122.0,5.53
sunflower,rabi,705.0,114.0,34.0,122.0,4.61
castor seed,kharif,1403.0,227.0,33.0,110.0,3.73
horse-gram,kharif,1852.0,300.0,34.0,110.0,3.77
jute,kharif,409.0,66.0,32.0,110.0,4.77
mesta,kharif,29.0,4.0,21.0,110.0,3.1
moong green gram,summer,406.0,65.0,20.0,110.0,2.91
safflower,rabi,13.0,2.0,25.0,110.0,3.08
urad,summer,4234.0,686.0,29.0,110.0,4.6
linseed,rabi,7014.0,1137.0,17.0,138.0,3.9
rapeseed andmustard,rabi,5738.0,930.0,23.0,138.0,3.45
sesamum,rabi,875.0,141.0,26.0,138.0,1.1
sesamum,summer,1385.0,224.0,20.0,138.0,1.32
sunflower,summer,285.0,46.0,29.0,138.0,15.33
tobacco,whole year,460.0,74.0,20.0,138.0,17.46
arhar/tur,kharif,534.0,86.0,22.0,119.0,10.49
cowpea lobia,kharif,964.0,156.0,31.0,119.0,10.18
gram,rabi,849.0,137.0,23.0,119.0,9.26
groundnut,kharif,3216.0,521.0,31.0,119.0,9.32
maize,rabi,7220.0,1171.0,33.0,119.0,23.74
masoor,rabi,758.0,122.0,27.0,119.0,9.23
moong green gram,kharif,456.0,73.0,37.0,119.0,10.57
soyabean,kharif,4904.0,795.0,18.0,119.0,9.0
urad,kharif,1372.0,222.0,16.0,119.0,10.05
wheat,rabi,2290.0,371.0,39.0,119.0,25.02
arhar/tur,kharif,283.0,45.0,40.0,166.0,10.25
arhar/tur,rabi,46.0,7.0,17.0,166.0,8.91
cotton lint,kharif,43.0,6.0,36.0,166.0,5.58
cowpea lobia,kharif,1053.0,170.0,21.0,166.0,20.11
cowpea lobia,rabi,96.0,15.0,24.0,166.0,18.33
maize,kharif,5733.0,929.0,33.0,166.0,17.97
maize,rabi,430.0,69.0,35.0,166.0,15.58
onion,rabi,19.0,3.0,29.0,166.0,33.68
potato,kharif,61.0,9.0,37.0,166.0,41.48
potato,rabi,73.0,11.0,19.0,166.0,35.07
rapeseed andmustard,kharif,25.0,4.0,22.0,166.0,6.0
rapeseed andmustard,rabi,504.0,81.0,25.0,166.0,7.86
rice,rabi,460.0,74.0,31.0,166.0,20.87
sesamum,kharif,770.0,124.0,24.0,166.0,7.71
soyabean,kharif,1012.0,164.0,27.0,166.0,17.31
tobacco,kharif,340.0,55.0,16.0,166.0,12.29
arhar/tur,kharif,3210.0,520.0,23.0,137.0,9.1
bajra,kharif,710.0,115.0,16.0,137.0,10.14
barley,rabi,560.0,90.0,17.0,137.0,10.36
castor seed,kharif,360.0,58.0,16.0,137.0,6.67
cotton lint,kharif,130.0,21.0,18.0,137.0,6.15
cowpea lobia,kharif,550.0,89.0,33.0,137.0,14.73
gram,rabi,760.0,123.0,30.0,137.0,8.42
groundnut,kharif,1010.0,163.0,30.0,137.0,10.4
horse-gram,kharif,540.0,87.0,21.0,137.0,10.74
jowar,kharif,280.0,45.0,39.0,137.0,9.64
jute,kharif,3080.0,499.0,37.0,137.0,19.06
linseed,rabi,5850.0,948.0,35.0,137.0,8.14
maize,rabi,5360.0,869.0,38.0,137.0,19.83
masoor,rabi,2180.0,353.0,17.0,137.0,8.21
mesta,kharif,1930.0,313.0,37.0,137.0,11.04
moong green gram,kharif,480.0,77.0,32.0,137.0,10.42
peas and beans  pulses,kharif,2310.0,374.0,27.0,137.0,13.64
peas and beans  pulses,rabi,7270.0,1179.0,27.0,137.0,11.02
ragi,kharif,350.0,56.0,20.0,137.0,9.71
rice,rabi,5460.0,885.0,18.0,137.0,28.28
sesamum,kharif,3700.0,600.0,15.0,137.0,6.11
sunflower,kharif,360.0,58.0,37.0,137.0,8.89
sunflower,rabi,2320.0,376.0,33.0,137.0,6.12
urad,rabi,830.0,134.0,35.0,137.0,8.19
wheat,rabi,3420.0,554.0,27.0,137.0,18.3
arhar/tur,kharif,2300.0,373.0,22.0,58.0,10.43
bajra,kharif,1100.0,178.0,19.0,58.0,6.36
barley,rabi,6800.0,1102.0,16.0,58.0,37.5
gram,rabi,1900.0,308.0,32.0,58.0,13.16
groundnut,kharif,1300.0,210.0,32.0,58.0,20.0
masoor,rabi,700.0,113.0,36.0,58.0,7.14
moong green gram,kharif,3200.0,519.0,22.0,58.0,8.44
peas and beans  pulses,rabi,3400.0,551.0,16.0,58.0,12.94
sesamum,kharif,2900.0,470.0,29.0,58.0,2.76
sunflower,rabi,5000.0,811.0,38.0,58.0,19.4
urad,kharif,2000.0,324.0,18.0,58.0,5.5
arhar/tur,rabi,360.0,58.0,39.0,135.0,6.14
bajra,kharif,519.0,84.0,36.0,135.0,4.97
bajra,rabi,7459.0,1209.0,34.0,135.0,4.97
cashewnut,kharif,1509.0,244.0,27.0,135.0,2.46
castor seed,rabi,463.0,75.0,36.0,135.0,6.57
coriander,kharif,7.0,1.0,39.0,135.0,10.0
coriander,rabi,1005.0,163.0,23.0,135.0,9.99
cowpea lobia,kharif,1310.0,212.0,29.0,135.0,7.98
cowpea lobia,rabi,3925.0,636.0,18.0,135.0,11.24
garlic,rabi,86.0,13.0,37.0,135.0,25.58
horse-gram,kharif,144.0,23.0,20.0,135.0,6.39
horse-gram,rabi,736.0,119.0,18.0,135.0,6.35
moong green gram,rabi,6648.0,1078.0,37.0,135.0,9.48
potato,kharif,8.0,1.0,15.0,135.0,30.0
ragi,kharif,1034.0,167.0,36.0,135.0,9.78
ragi,rabi,176.0,28.0,40.0,135.0,9.83
safflower,rabi,2552.0,413.0,25.0,135.0,6.05
sesamum,kharif,770.0,124.0,19.0,135.0,1.71
small millets,kharif,96.0,15.0,18.0,135.0,10.1
small millets,rabi,24.0,3.0,19.0,135.0,10.0
sunflower,kharif,124.0,20.0,32.0,135.0,19.6
sunflower,rabi,2414.0,391.0,33.0,135.0,19.61
tobacco,kharif,1150.0,186.0,17.0,135.0,29.77
tobacco,rabi,2891.0,468.0,18.0,135.0,31.59
urad,rabi,5289.0,857.0,16.0,135.0,14.8
wheat,rabi,4844.0,785.0,23.0,135.0,18.77
arhar/tur,kharif,5533.0,897.0,19.0,216.0,7.73
cotton lint,kharif,812.0,131.0,39.0,216.0,14.98
cowpea lobia,kharif,4145.0,672.0,16.0,216.0,7.76
gram,rabi,257.0,41.0,20.0,216.0,6.69
groundnut,kharif,1257.0,203.0,38.0,216.0,13.29
groundnut,rabi,994.0,161.0,36.0,216.0,14.39
jowar,kharif,563.0,91.0,17.0,216.0,7.99
jowar,rabi,397.0,64.0,23.0,216.0,7.98
khesari,rabi,28.0,4.0,24.0,216.0,6.43
maize,rabi,2463.0,399.0,22.0,216.0,21.38
masoor,rabi,2515.0,407.0,19.0,216.0,7.46
moong green gram,kharif,2082.0,337.0,37.0,216.0,6.03
moong green gram,rabi,1961.0,318.0,34.0,216.0,6.64
peas and beans  pulses,rabi,3393.0,550.0,25.0,216.0,8.4
sesamum,kharif,6967.0,1130.0,18.0,216.0,6.22
small millets,kharif,583.0,94.0,40.0,216.0,7.99
soyabean,kharif,56.0,9.0,37.0,216.0,7.32
soyabean,rabi,45.0,7.0,38.0,216.0,8.0
urad,kharif,2526.0,409.0,18.0,216.0,5.82
urad,rabi,2334.0,378.0,31.0,216.0,7.0
wheat,rabi,157.0,25.0,20.0,216.0,21.15
coriander,rabi,6635.0,1076.0,26.0,79.0,7.93
cotton lint,kharif,5699.0,924.0,38.0,79.0,3.43
ginger,kharif,904.0,146.0,20.0,79.0,47.5
guar seed,kharif,2024.0,328.0,33.0,79.0,7.17
sannhamp,kharif,1770.0,287.0,23.0,79.0,1.92
small millets,kharif,6078.0,985.0,29.0,79.0,7.55
small millets,summer,63.0,10.0,30.0,79.0,9.05
sunflower,summer,1245.0,201.0,17.0,79.0,13.65
tobacco,summer,1025.0,166.0,37.0,79.0,24.12
turmeric,rabi,1420.0,230.0,32.0,79.0,13.47
arhar/tur,kharif,3199.0,518.0,25.0,137.0,8.04
gram,rabi,795.0,128.0,19.0,137.0,8.13
groundnut,kharif,709.0,114.0,29.0,137.0,10.37
linseed,rabi,13.0,2.0,17.0,137.0,10.0
maize,summer,118.0,19.0,27.0,137.0,14.07
moth,kharif,20.0,3.0,39.0,137.0,4.5
peas and beans  pulses,rabi,5552.0,900.0,29.0,137.0,10.0
sesamum,kharif,1848.0,299.0,25.0,137.0,2.98
turmeric,whole year,1308.0,212.0,39.0,137.0,31.28
urad,summer,49.0,7.0,22.0,137.0,6.53
arhar/tur,rabi,3605.0,584.0,20.0,201.0,15.43
bajra,kharif,71.0,11.0,18.0,201.0,4.08
barley,rabi,665.0,107.0,16.0,201.0,15.17
castor seed,kharif,19.0,3.0,30.0,201.0,5.79
cotton lint,kharif,360.0,58.0,37.0,201.0,48.69
groundnut,autumn,3917.0,635.0,31.0,201.0,9.84
horse-gram,rabi,1405.0,227.0,16.0,201.0,4.96
jowar,autumn,64.0,10.0,29.0,201.0,4.69
linseed,rabi,3945.0,639.0,30.0,201.0,4.46
moong green gram,kharif,2594.0,420.0,35.0,201.0,7.51
moong green gram,rabi,965.0,156.0,32.0,201.0,7.09
niger seed,kharif,1184.0,192.0,16.0,201.0,5.01
ragi,autumn,3274.0,531.0,15.0,201.0,8.95
sannhamp,kharif,434.0,70.0,25.0,201.0,39.29
sesamum,autumn,1144.0,185.0,40.0,201.0,6.48
sesamum,winter,484.0,78.0,29.0,201.0,7.21
small millets,autumn,261.0,42.0,24.0,201.0,9.81
small millets,rabi,5160.0,836.0,30.0,201.0,13.4
soyabean,kharif,416.0,67.0,29.0,201.0,8.03
arhar/tur,kharif,819.0,140.0,26.0,243.0,8.69
dry chillies,whole year,3645.0,626.0,23.0,243.0,28.8
groundnut,kharif,923.0,158.0,22.0,243.0,9.8
masoor,rabi,454.0,77.0,20.0,243.0,7.84
moong green gram,kharif,1318.0,226.0,18.0,243.0,10.27
peas and beans  pulses,kharif,674.0,115.0,28.0,243.0,10.21
peas and beans  pulses,rabi,3704.0,636.0,38.0,243.0,14.67
sesamum,kharif,2058.0,353.0,32.0,243.0,8.92
soyabean,kharif,3137.0,538.0,25.0,243.0,14.18
sunflower,kharif,574.0,98.0,30.0,243.0,8.17
turmeric,whole year,835.0,143.0,33.0,243.0,45.01
urad,kharif,1148.0,197.0,21.0,243.0,9.05
urad,rabi,1454.0,249.0,31.0,243.0,9.63
wheat,rabi,3930.0,675.0,22.0,243.0,19.7
bajra,kharif,3159.0,542.0,33.0,119.0,11.34
castor seed,kharif,87.0,14.0,26.0,119.0,9.66
coriander,whole year,2229.0,382.0,27.0,119.0,9.02
garlic,whole year,1650.0,283.0,31.0,119.0,14.86
ginger,whole year,381.0,65.0,29.0,119.0,18.53
groundnut,kharif,841.0,144.0,19.0,119.0,10.2
jowar,kharif,631.0,108.0,35.0,119.0,10.67
ragi,kharif,2755.0,473.0,17.0,119.0,7.96
safflower,rabi,85.0,14.0,17.0,119.0,8.12
sannhamp,kharif,900.0,154.0,20.0,119.0,8.08
sesamum,kharif,1299.0,223.0,33.0,119.0,8.76
small millets,kharif,2049.0,351.0,20.0,119.0,7.55
turmeric,whole year,2834.0,486.0,38.0,119.0,10.19
urad,kharif,7102.0,1219.0,38.0,119.0,8.86
bajra,kharif,96.0,16.0,35.0,142.0,5.21
barley,rabi,1786.0,306.0,31.0,142.0,6.09
castor seed,kharif,12.0,2.0,19.0,142.0,3.33
coriander,whole year,1431.0,245.0,34.0,142.0,2.78
cotton lint,whole year,2692.0,462.0,18.0,142.0,18.28
dry chillies,whole year,4913.0,843.0,38.0,142.0,6.0
garlic,whole year,1091.0,187.0,37.0,142.0,25.95
ginger,whole year,1162.0,199.0,20.0,142.0,12.93
horse-gram,rabi,345.0,59.0,20.0,142.0,2.87
jowar,whole year,1966.0,337.0,27.0,142.0,12.89
mesta,kharif,556.0,95.0,17.0,142.0,20.07
moong green gram,kharif,3554.0,610.0,39.0,142.0,4.15
moong green gram,rabi,2728.0,468.0,17.0,142.0,3.55
ragi,kharif,4466.0,767.0,33.0,142.0,2.67
safflower,rabi,100.0,17.0,36.0,142.0,3.4
sannhamp,kharif,471.0,80.0,37.0,142.0,5.1
sunflower,whole year,629.0,108.0,36.0,142.0,4.69
tobacco,whole year,9.0,1.0,24.0,142.0,6.67
turmeric,whole year,1030.0,176.0,16.0,142.0,8.33
urad,rabi,1796.0,308.0,40.0,142.0,3.0
dry chillies,whole year,1414.0,242.0,19.0,106.0,31.25
maize,summer,5516.0,947.0,24.0,106.0,22.98
arhar/tur,kharif,1263.0,216.0,25.0,35.0,11.12
castor seed,kharif,6685.0,1148.0,40.0,35.0,6.66
coriander,whole year,2163.6,371.0,31.0,35.0,29.08
groundnut,kharif,2725.0,468.0,35.0,35.0,11.34
horse-gram,kharif,425.0,72.0,22.0,35.0,5.01
maize,kharif,6050.0,1039.0,34.0,35.0,28.58
masoor,rabi,879.0,150.0,28.0,35.0,6.87
moth,kharif,410.0,70.0,16.0,35.0,1.85
peas and beans  pulses,rabi,2968.0,509.0,39.0,35.0,13.33
sesamum,kharif,422.0,72.0,35.0,35.0,7.99
urad,kharif,265.0,45.0,37.0,35.0,5.13
arhar/tur,kharif,77.0,13.0,19.0,121.0,6.49
bajra,kharif,107.0,18.0,27.0,121.0,10.19
coriander,rabi,130.0,22.0,32.0,121.0,5.08
cotton lint,kharif,15.0,2.0,34.0,121.0,4.67
dry chillies,kharif,583.0,100.0,18.0,121.0,4.73
garlic,rabi,3943.0,677.0,25.0,121.0,6.53
ginger,kharif,2264.0,388.0,38.0,121.0,47.15
gram,rabi,394.0,67.0,24.0,121.0,10.69
groundnut,kharif,44.0,7.0,39.0,121.0,11.59
horse-gram,kharif,1633.0,280.0,20.0,121.0,6.26
linseed,rabi,820.0,140.0,34.0,121.0,4.17
masoor,rabi,490.0,84.0,35.0,121.0,9.27
moong green gram,kharif,117.0,20.0,20.0,121.0,7.69
moth,kharif,28.0,4.0,17.0,121.0,7.86
peas and beans  pulses,rabi,2565.0,440.0,39.0,121.0,20.14
ragi,kharif,1757.0,301.0,40.0,121.0,11.72
sesamum,kharif,379.0,65.0,36.0,121.0,5.04
small millets,kharif,5214.0,895.0,16.0,121.0,9.21
soyabean,kharif,556.0,95.0,29.0,121.0,17.07
turmeric,kharif,285.0,48.0,24.0,121.0,6.91
urad,kharif,7017.0,1205.0,27.0,121.0,7.35
bajra,kharif,288.0,49.0,33.0,113.0,7.15
castor seed,kharif,58.0,9.0,35.0,113.0,6.03
jowar,kharif,1796.0,308.0,35.0,113.0,7.52
niger seed,kharif,3117.0,535.0,34.0,113.0,4.8
safflower,rabi,319.0,54.0,32.0,113.0,4.95
sesamum,kharif,5844.0,1003.0,17.0,113.0,3.81
soyabean,kharif,1193.0,204.0,23.0,113.0,8.58
sunflower,kharif,149.0,25.0,23.0,113.0,5.23
sunflower,rabi,398.0,68.0,28.0,113.0,5.48
groundnut,summer,4089.0,702.0,21.0,144.0,15.71
mesta,kharif,806.0,138.0,28.0,144.0,3.93
niger seed,kharif,6210.0,1066.0,36.0,144.0,3.33
safflower,rabi,11.0,1.0,22.0,144.0,3.64
linseed,rabi,5493.0,943.0,24.0,155.0,3.52
sesamum,rabi,1884.0,323.0,24.0,155.0,3.13
sesamum,summer,4013.0,689.0,29.0,155.0,2.45
sunflower,rabi,3411.0,585.0,39.0,155.0,5.4
sunflower,summer,5161.0,886.0,36.0,155.0,6.8
tobacco,whole year,456.0,78.0,16.0,155.0,18.16
arhar/tur,kharif,290.0,49.0,20.0,217.0,11.21
arhar/tur,rabi,47.0,8.0,32.0,217.0,9.36
cotton lint,kharif,23.0,3.0,39.0,217.0,5.65
cowpea lobia,kharif,1033.0,177.0,29.0,217.0,14.22
cowpea lobia,rabi,113.0,19.0,34.0,217.0,13.54
maize,kharif,5860.0,1006.0,18.0,217.0,18.61
maize,rabi,493.0,84.0,21.0,217.0,15.52
onion,rabi,18.3,3.0,29.0,217.0,18.58
potato,kharif,53.0,9.0,15.0,217.0,33.4
potato,rabi,91.0,15.0,34.0,217.0,39.23
rapeseed andmustard,kharif,23.0,3.0,21.0,217.0,7.39
rapeseed andmustard,rabi,551.0,94.0,27.0,217.0,7.46
rice,rabi,468.0,80.0,27.0,217.0,20.9
sesamum,kharif,756.0,129.0,38.0,217.0,7.0
soyabean,kharif,1121.0,192.0,26.0,217.0,16.3
tobacco,kharif,300.0,51.0,15.0,217.0,15.33
arhar/tur,kharif,3210.0,551.0,16.0,159.0,9.1
bajra,kharif,710.0,121.0,25.0,159.0,10.14
barley,rabi,560.0,96.0,25.0,159.0,10.36
castor seed,kharif,360.0,61.0,23.0,159.0,6.67
cowpea lobia,kharif,560.0,96.0,22.0,159.0,14.82
gram,rabi,760.0,130.0,35.0,159.0,8.42
groundnut,kharif,1050.0,180.0,26.0,159.0,10.48
horse-gram,kharif,540.0,92.0,23.0,159.0,10.74
jowar,kharif,280.0,48.0,37.0,159.0,9.64
jute,kharif,3080.0,529.0,24.0,159.0,19.06
linseed,rabi,5860.0,1006.0,29.0,159.0,8.14
maize,rabi,5390.0,925.0,26.0,159.0,19.85
masoor,rabi,2210.0,379.0,33.0,159.0,8.24
mesta,kharif,1960.0,336.0,24.0,159.0,11.02
moong green gram,kharif,480.0,82.0,39.0,159.0,10.42
peas and beans  pulses,kharif,2300.0,395.0,25.0,159.0,13.65
ragi,kharif,350.0,60.0,27.0,159.0,9.71
rice,rabi,5670.0,973.0,25.0,159.0,28.31
sesamum,kharif,3740.0,642.0,36.0,159.0,6.12
sunflower,kharif,360.0,61.0,37.0,159.0,8.89
sunflower,rabi,2370.0,407.0,25.0,159.0,6.12
urad,rabi,830.0,142.0,38.0,159.0,8.19
wheat,rabi,3430.0,589.0,20.0,159.0,18.31
bajra,kharif,1870.0,321.0,25.0,159.0,6.2
castor seed,kharif,4510.0,774.0,35.0,159.0,6.45
castor seed,rabi,2280.0,391.0,34.0,159.0,6.62
groundnut,winter,1422.0,244.0,39.0,159.0,15.91
horse-gram,summer,36.0,6.0,34.0,159.0,6.39
jowar,kharif,5810.0,997.0,21.0,159.0,6.33
jute,autumn,147.0,25.0,32.0,159.0,21.7
maize,summer,3934.0,675.0,26.0,159.0,33.33
maize,winter,95.0,16.0,33.0,159.0,23.79
mesta,kharif,4690.0,805.0,21.0,159.0,49.94
ragi,summer,381.0,65.0,25.0,159.0,7.56
rapeseed andmustard,winter,6952.0,1194.0,31.0,159.0,2.93
safflower,rabi,300.0,51.0,26.0,159.0,6.0
sannhamp,kharif,4880.0,838.0,25.0,159.0,52.44
sesamum,autumn,1935.0,332.0,37.0,159.0,3.07
sesamum,summer,2603.0,447.0,28.0,159.0,2.19
sunflower,kharif,630.0,108.0,24.0,159.0,7.46
tobacco,rabi,130.0,22.0,32.0,159.0,6.92
wheat,summer,118.0,20.0,17.0,159.0,13.9
arhar/tur,kharif,2000.0,343.0,39.0,65.0,11.0
bajra,kharif,500.0,85.0,16.0,65.0,6.0
barley,rabi,6200.0,1064.0,18.0,65.0,37.74
gram,rabi,1500.0,257.0,34.0,65.0,12.0
groundnut,kharif,1400.0,240.0,24.0,65.0,20.0
masoor,rabi,800.0,137.0,22.0,65.0,5.0
moong green gram,kharif,2600.0,446.0,37.0,65.0,8.85
peas and beans  pulses,rabi,1800.0,309.0,33.0,65.0,8.89
sesamum,kharif,2600.0,446.0,31.0,65.0,3.85
sunflower,rabi,4300.0,738.0,16.0,65.0,18.6
urad,kharif,2000.0,343.0,17.0,65.0,6.0
arhar/tur,rabi,333.0,57.0,40.0,103.0,6.91
bajra,kharif,829.0,142.0,28.0,103.0,12.15
cashewnut,kharif,1521.0,261.0,21.0,103.0,3.06
castor seed,rabi,2046.0,351.0,28.0,103.0,16.19
coriander,kharif,48.0,8.0,37.0,103.0,9.38
coriander,rabi,585.0,100.0,18.0,103.0,9.26
cowpea lobia,kharif,781.0,134.0,39.0,103.0,7.07
cowpea lobia,rabi,2378.0,408.0,39.0,103.0,9.72
garlic,rabi,23.0,3.0,23.0,103.0,46.96
horse-gram,kharif,431.0,74.0,22.0,103.0,8.61
horse-gram,rabi,619.0,106.0,32.0,103.0,8.71
moong green gram,rabi,5904.0,1014.0,20.0,103.0,9.48
ragi,kharif,1488.0,255.0,16.0,103.0,15.83
ragi,rabi,262.0,45.0,26.0,103.0,15.92
safflower,rabi,1584.0,272.0,27.0,103.0,11.05
sesamum,kharif,495.0,85.0,24.0,103.0,1.45
small millets,kharif,924.0,158.0,25.0,103.0,17.09
small millets,rabi,69.0,11.0,34.0,103.0,15.36
sunflower,kharif,63.0,10.0,27.0,103.0,22.38
sunflower,rabi,4469.0,767.0,37.0,103.0,22.31
tobacco,kharif,1358.0,233.0,38.0,103.0,30.73
tobacco,rabi,1595.0,273.0,35.0,103.0,31.11
urad,rabi,6816.0,1170.0,34.0,103.0,18.0
wheat,rabi,4471.0,767.0,36.0,103.0,18.42
arhar/tur,kharif,4832.0,829.0,17.0,225.0,8.02
cotton lint,kharif,760.0,130.0,25.0,225.0,14.97
cowpea lobia,kharif,4032.0,692.0,36.0,225.0,7.88
gram,rabi,291.0,49.0,28.0,225.0,6.22
groundnut,kharif,1207.0,207.0,18.0,225.0,13.38
groundnut,rabi,1160.0,199.0,30.0,225.0,15.08
jowar,kharif,545.0,93.0,26.0,225.0,8.28
jowar,rabi,335.0,57.0,18.0,225.0,8.03
khesari,rabi,52.0,8.0,38.0,225.0,6.73
maize,rabi,2150.0,369.0,38.0,225.0,24.27
masoor,rabi,2214.0,380.0,21.0,225.0,7.48
moong green gram,kharif,2262.0,388.0,32.0,225.0,6.46
moong green gram,rabi,1770.0,304.0,23.0,225.0,6.89
peas and beans  pulses,rabi,3200.0,549.0,22.0,225.0,8.85
sesamum,kharif,6611.0,1135.0,20.0,225.0,6.37
small millets,kharif,458.0,78.0,32.0,225.0,8.3
soyabean,kharif,35.0,6.0,24.0,225.0,7.43
soyabean,rabi,179.0,30.0,35.0,225.0,7.77
urad,kharif,2952.0,507.0,33.0,225.0,6.29
urad,rabi,1967.0,337.0,38.0,225.0,7.35
wheat,rabi,148.0,25.0,16.0,225.0,22.36
coriander,rabi,7090.0,1217.0,36.0,81.0,7.22
cotton lint,kharif,3185.0,547.0,31.0,81.0,23.32
ginger,kharif,880.0,151.0,20.0,81.0,52.5
guar seed,kharif,1979.0,339.0,21.0,81.0,7.17
sannhamp,kharif,1613.0,277.0,38.0,81.0,2.85
small millets,summer,53.0,9.0,22.0,81.0,9.06
sunflower,summer,3421.0,587.0,30.0,81.0,13.82
tobacco,summer,250.0,42.0,16.0,81.0,18.44
turmeric,rabi,1894.0,325.0,30.0,81.0,14.09
arhar/tur,kharif,3182.0,546.0,29.0,137.0,8.6
gram,rabi,722.0,124.0,25.0,137.0,7.58
groundnut,kharif,669.0,114.0,19.0,137.0,10.55
maize,summer,362.0,62.0,40.0,137.0,13.56
moong green gram,summer,10.0,1.0,37.0,137.0,6.0
moth,kharif,9.0,1.0,35.0,137.0,5.56
peas and beans  pulses,rabi,5903.0,1013.0,23.0,137.0,8.73
sesamum,kharif,2052.0,352.0,24.0,137.0,3.02
sunflower,kharif,28.0,4.0,27.0,137.0,6.07
turmeric,whole year,1313.0,225.0,22.0,137.0,32.52
urad,summer,69.0,11.0,26.0,137.0,10.43
arhar/tur,rabi,4845.0,832.0,19.0,173.0,26.35
bajra,kharif,68.0,11.0,20.0,173.0,3.97
barley,rabi,278.0,47.0,34.0,173.0,21.55
cotton lint,kharif,305.0,52.0,33.0,173.0,19.34
groundnut,autumn,4110.0,705.0,19.0,173.0,11.2
groundnut,rabi,4687.0,805.0,17.0,173.0,19.47
horse-gram,rabi,1739.0,298.0,16.0,173.0,5.28
jowar,autumn,180.0,30.0,26.0,173.0,5.28
linseed,rabi,4055.0,696.0,38.0,173.0,5.17
moong green gram,kharif,2249.0,386.0,21.0,173.0,8.43
moong green gram,rabi,1900.0,326.0,30.0,173.0,7.88
niger seed,kharif,1005.0,172.0,26.0,173.0,5.16
ragi,autumn,2851.0,489.0,33.0,173.0,14.64
sannhamp,kharif,370.0,63.0,34.0,173.0,41.59
sesamum,autumn,651.0,111.0,27.0,173.0,8.43
sesamum,winter,584.0,100.0,19.0,173.0,7.72
small millets,autumn,1724.0,296.0,36.0,173.0,4.08
small millets,rabi,4380.0,752.0,16.0,173.0,11.03
soyabean,kharif,249.0,42.0,30.0,173.0,7.79
urad,rabi,5502.0,945.0,15.0,173.0,9.48
arhar/tur,kharif,3327.0,644.0,33.0,131.0,12.0
gram,rabi,728.0,140.0,25.0,131.0,7.66
groundnut,kharif,617.0,119.0,22.0,131.0,15.12
maize,summer,198.0,38.0,15.0,131.0,21.72
moong green gram,kharif,9.0,1.0,31.0,131.0,6.67
moong green gram,summer,8.0,1.0,21.0,131.0,6.25
moth,kharif,42.0,8.0,25.0,131.0,5.71
peas and beans  pulses,rabi,4919.0,952.0,31.0,131.0,8.41
sesamum,kharif,2017.0,390.0,36.0,131.0,2.66
turmeric,whole year,1299.0,251.0,20.0,131.0,32.22
urad,summer,58.0,11.0,21.0,131.0,11.9
bajra,kharif,990.0,94.0,35.0,139.0,7.07
jowar,kharif,900.0,85.0,37.0,139.0,7.0
rice,rabi,200.0,19.0,15.0,139.0,12.5
bajra,kharif,2595.0,256.0,19.0,78.0,8.06
barley,kharif,305.0,30.0,33.0,78.0,2.72
gram,rabi,152.0,15.0,16.0,78.0,2.37
jowar,kharif,9052.0,894.0,30.0,78.0,4.48
maize,kharif,165.0,16.0,38.0,78.0,8.0
rice,kharif,7303.0,721.0,27.0,78.0,14.79
linseed,rabi,5864.0,622.0,28.0,65.0,0.86
masoor,rabi,4942.0,524.0,40.0,65.0,3.79
rapeseed andmustard,rabi,2942.0,312.0,36.0,65.0,2.2
bajra,kharif,2719.0,288.0,35.0,36.0,13.79
barley,kharif,261.0,27.0,25.0,36.0,3.75
gram,rabi,62.0,6.0,35.0,36.0,2.1
jowar,kharif,8515.0,903.0,38.0,36.0,4.32
maize,kharif,58.0,6.0,24.0,36.0,7.24
rice,kharif,8105.0,860.0,17.0,36.0,18.85
barley,kharif,34.0,3.0,30.0,66.0,2.94
gram,rabi,443.0,47.0,25.0,66.0,2.71
linseed,rabi,700.0,74.0,24.0,66.0,4.31
sesamum,kharif,6418.0,681.0,21.0,66.0,4.27
